Datum;Grupp;Serie;rate
2014-08-11;Valutor mot svenska kronor;1 GBP;11.576
2014-08-12;Valutor mot svenska kronor;1 GBP;11.5433
2014-08-13;Valutor mot svenska kronor;1 GBP;11.5847
2014-08-14;Valutor mot svenska kronor;1 GBP;11.4667
2014-08-15;Valutor mot svenska kronor;1 GBP;11.4382
2014-08-18;Valutor mot svenska kronor;1 GBP;11.4612
2014-08-19;Valutor mot svenska kronor;1 GBP;11.4619
2014-08-20;Valutor mot svenska kronor;1 GBP;11.4527
2014-08-21;Valutor mot svenska kronor;1 GBP;11.4774
2014-08-22;Valutor mot svenska kronor;1 GBP;11.4346
2014-08-25;Valutor mot svenska kronor;1 GBP;11.492
2014-08-26;Valutor mot svenska kronor;1 GBP;11.496
2014-08-27;Valutor mot svenska kronor;1 GBP;11.5038
2014-08-28;Valutor mot svenska kronor;1 GBP;11.5231
2014-08-29;Valutor mot svenska kronor;1 GBP;11.5736
2014-09-01;Valutor mot svenska kronor;1 GBP;11.6551
2014-09-02;Valutor mot svenska kronor;1 GBP;11.5982
2014-09-03;Valutor mot svenska kronor;1 GBP;11.5471
2014-09-04;Valutor mot svenska kronor;1 GBP;11.5394
2014-09-05;Valutor mot svenska kronor;1 GBP;11.5513
2014-09-08;Valutor mot svenska kronor;1 GBP;11.4712
2014-09-09;Valutor mot svenska kronor;1 GBP;11.4511
2014-09-10;Valutor mot svenska kronor;1 GBP;11.4866
2014-09-11;Valutor mot svenska kronor;1 GBP;11.5334
2014-09-12;Valutor mot svenska kronor;1 GBP;11.6058
2014-09-15;Valutor mot svenska kronor;1 GBP;11.6216
2014-09-16;Valutor mot svenska kronor;1 GBP;11.5429
2014-09-17;Valutor mot svenska kronor;1 GBP;11.603
2014-09-18;Valutor mot svenska kronor;1 GBP;11.647
2014-09-19;Valutor mot svenska kronor;1 GBP;11.7101
2014-09-22;Valutor mot svenska kronor;1 GBP;11.6649
2014-09-23;Valutor mot svenska kronor;1 GBP;11.6751
2014-09-24;Valutor mot svenska kronor;1 GBP;11.7027
2014-09-25;Valutor mot svenska kronor;1 GBP;11.7486
2014-09-26;Valutor mot svenska kronor;1 GBP;11.7593
2014-09-29;Valutor mot svenska kronor;1 GBP;11.7904
2014-09-30;Valutor mot svenska kronor;1 GBP;11.7713
2014-10-01;Valutor mot svenska kronor;1 GBP;11.6812
2014-10-02;Valutor mot svenska kronor;1 GBP;11.682
2014-10-03;Valutor mot svenska kronor;1 GBP;11.6037
2014-10-06;Valutor mot svenska kronor;1 GBP;11.5692
2014-10-07;Valutor mot svenska kronor;1 GBP;11.5524
2014-10-08;Valutor mot svenska kronor;1 GBP;11.5868
2014-10-09;Valutor mot svenska kronor;1 GBP;11.5711
2014-10-10;Valutor mot svenska kronor;1 GBP;11.6193
2014-10-13;Valutor mot svenska kronor;1 GBP;11.6067
2014-10-14;Valutor mot svenska kronor;1 GBP;11.5064
2014-10-15;Valutor mot svenska kronor;1 GBP;11.5634
2014-10-16;Valutor mot svenska kronor;1 GBP;11.4849
2014-10-17;Valutor mot svenska kronor;1 GBP;11.5012
2014-10-20;Valutor mot svenska kronor;1 GBP;11.5939
2014-10-21;Valutor mot svenska kronor;1 GBP;11.5928
2014-10-22;Valutor mot svenska kronor;1 GBP;11.654
2014-10-23;Valutor mot svenska kronor;1 GBP;11.676
2014-10-24;Valutor mot svenska kronor;1 GBP;11.6541
2014-10-27;Valutor mot svenska kronor;1 GBP;11.6658
2014-10-28;Valutor mot svenska kronor;1 GBP;11.7649
2014-10-29;Valutor mot svenska kronor;1 GBP;11.8432
2014-10-30;Valutor mot svenska kronor;1 GBP;11.814
2014-10-31;Valutor mot svenska kronor;1 GBP;11.7569
2014-11-03;Valutor mot svenska kronor;1 GBP;11.8115
2014-11-04;Valutor mot svenska kronor;1 GBP;11.8707
2014-11-05;Valutor mot svenska kronor;1 GBP;11.8272
2014-11-06;Valutor mot svenska kronor;1 GBP;11.7872
2014-11-07;Valutor mot svenska kronor;1 GBP;11.7643
2014-11-10;Valutor mot svenska kronor;1 GBP;11.748
2014-11-11;Valutor mot svenska kronor;1 GBP;11.7642
2014-11-12;Valutor mot svenska kronor;1 GBP;11.7735
2014-11-13;Valutor mot svenska kronor;1 GBP;11.6901
2014-11-14;Valutor mot svenska kronor;1 GBP;11.6457
2014-11-17;Valutor mot svenska kronor;1 GBP;11.5897
2014-11-18;Valutor mot svenska kronor;1 GBP;11.5914
2014-11-19;Valutor mot svenska kronor;1 GBP;11.5323
2014-11-20;Valutor mot svenska kronor;1 GBP;11.5784
2014-11-21;Valutor mot svenska kronor;1 GBP;11.5989
2014-11-24;Valutor mot svenska kronor;1 GBP;11.6923
2014-11-25;Valutor mot svenska kronor;1 GBP;11.688
2014-11-26;Valutor mot svenska kronor;1 GBP;11.6765
2014-11-27;Valutor mot svenska kronor;1 GBP;11.6962
2014-11-28;Valutor mot svenska kronor;1 GBP;11.692
2014-12-01;Valutor mot svenska kronor;1 GBP;11.6599
2014-12-02;Valutor mot svenska kronor;1 GBP;11.6921
2014-12-03;Valutor mot svenska kronor;1 GBP;11.7331
2014-12-04;Valutor mot svenska kronor;1 GBP;11.794
2014-12-05;Valutor mot svenska kronor;1 GBP;11.7529
2014-12-08;Valutor mot svenska kronor;1 GBP;11.7849
2014-12-09;Valutor mot svenska kronor;1 GBP;11.7958
2014-12-10;Valutor mot svenska kronor;1 GBP;11.8076
2014-12-11;Valutor mot svenska kronor;1 GBP;11.801
2014-12-12;Valutor mot svenska kronor;1 GBP;11.8628
2014-12-15;Valutor mot svenska kronor;1 GBP;11.8874
2014-12-16;Valutor mot svenska kronor;1 GBP;11.9222
2014-12-17;Valutor mot svenska kronor;1 GBP;12.0012
2014-12-18;Valutor mot svenska kronor;1 GBP;11.9498
2014-12-19;Valutor mot svenska kronor;1 GBP;12.0894
2014-12-22;Valutor mot svenska kronor;1 GBP;12.0974
2014-12-23;Valutor mot svenska kronor;1 GBP;12.1271
2014-12-29;Valutor mot svenska kronor;1 GBP;12.1453
2014-12-30;Valutor mot svenska kronor;1 GBP;12.1388
2015-01-02;Valutor mot svenska kronor;1 GBP;12.1531
2015-01-05;Valutor mot svenska kronor;1 GBP;12.1435
2015-01-07;Valutor mot svenska kronor;1 GBP;12.0086
2015-01-08;Valutor mot svenska kronor;1 GBP;11.9803
2015-01-09;Valutor mot svenska kronor;1 GBP;12.1371
2015-01-12;Valutor mot svenska kronor;1 GBP;12.1928
2015-01-13;Valutor mot svenska kronor;1 GBP;12.1625
2015-01-14;Valutor mot svenska kronor;1 GBP;12.2765
2015-01-15;Valutor mot svenska kronor;1 GBP;12.2861
2015-01-16;Valutor mot svenska kronor;1 GBP;12.3333
2015-01-19;Valutor mot svenska kronor;1 GBP;12.2851
2015-01-20;Valutor mot svenska kronor;1 GBP;12.2773
2015-01-21;Valutor mot svenska kronor;1 GBP;12.3821
2015-01-22;Valutor mot svenska kronor;1 GBP;12.346
2015-01-23;Valutor mot svenska kronor;1 GBP;12.3977
2015-01-26;Valutor mot svenska kronor;1 GBP;12.4726
2015-01-27;Valutor mot svenska kronor;1 GBP;12.4943
2015-01-28;Valutor mot svenska kronor;1 GBP;12.429
2015-01-29;Valutor mot svenska kronor;1 GBP;12.5114
2015-01-30;Valutor mot svenska kronor;1 GBP;12.4735
2015-02-02;Valutor mot svenska kronor;1 GBP;12.413
2015-02-03;Valutor mot svenska kronor;1 GBP;12.447
2015-02-04;Valutor mot svenska kronor;1 GBP;12.498
2015-02-05;Valutor mot svenska kronor;1 GBP;12.5606
2015-02-06;Valutor mot svenska kronor;1 GBP;12.6513
2015-02-09;Valutor mot svenska kronor;1 GBP;12.7654
2015-02-10;Valutor mot svenska kronor;1 GBP;12.7449
2015-02-11;Valutor mot svenska kronor;1 GBP;12.731
2015-02-12;Valutor mot svenska kronor;1 GBP;12.8124
2015-02-13;Valutor mot svenska kronor;1 GBP;12.9585
2015-02-16;Valutor mot svenska kronor;1 GBP;12.9488
2015-02-17;Valutor mot svenska kronor;1 GBP;12.9055
2015-02-18;Valutor mot svenska kronor;1 GBP;12.812
2015-02-19;Valutor mot svenska kronor;1 GBP;12.8898
2015-02-20;Valutor mot svenska kronor;1 GBP;12.9846
2015-02-23;Valutor mot svenska kronor;1 GBP;12.9367
2015-02-24;Valutor mot svenska kronor;1 GBP;12.9944
2015-02-25;Valutor mot svenska kronor;1 GBP;13.0155
2015-02-26;Valutor mot svenska kronor;1 GBP;12.8714
2015-02-27;Valutor mot svenska kronor;1 GBP;12.9016
2015-03-02;Valutor mot svenska kronor;1 GBP;12.8429
2015-03-03;Valutor mot svenska kronor;1 GBP;12.7842
2015-03-04;Valutor mot svenska kronor;1 GBP;12.7095
2015-03-05;Valutor mot svenska kronor;1 GBP;12.7395
2015-03-06;Valutor mot svenska kronor;1 GBP;12.7068
2015-03-09;Valutor mot svenska kronor;1 GBP;12.7618
2015-03-10;Valutor mot svenska kronor;1 GBP;12.8293
2015-03-11;Valutor mot svenska kronor;1 GBP;12.9262
2015-03-12;Valutor mot svenska kronor;1 GBP;12.8007
2015-03-13;Valutor mot svenska kronor;1 GBP;12.8071
2015-03-16;Valutor mot svenska kronor;1 GBP;12.8522
2015-03-17;Valutor mot svenska kronor;1 GBP;12.7834
2015-03-18;Valutor mot svenska kronor;1 GBP;12.7675
2015-03-19;Valutor mot svenska kronor;1 GBP;12.9107
2015-03-20;Valutor mot svenska kronor;1 GBP;12.772
2015-03-23;Valutor mot svenska kronor;1 GBP;12.8409
2015-03-24;Valutor mot svenska kronor;1 GBP;12.6911
2015-03-25;Valutor mot svenska kronor;1 GBP;12.6237
2015-03-26;Valutor mot svenska kronor;1 GBP;12.624
2015-03-27;Valutor mot svenska kronor;1 GBP;12.775
2015-03-30;Valutor mot svenska kronor;1 GBP;12.7865
2015-03-31;Valutor mot svenska kronor;1 GBP;12.7441
2015-04-01;Valutor mot svenska kronor;1 GBP;12.7883
2015-04-02;Valutor mot svenska kronor;1 GBP;12.8068
2015-04-07;Valutor mot svenska kronor;1 GBP;12.746
2015-04-08;Valutor mot svenska kronor;1 GBP;12.8672
2015-04-09;Valutor mot svenska kronor;1 GBP;12.89
2015-04-10;Valutor mot svenska kronor;1 GBP;12.8761
2015-04-13;Valutor mot svenska kronor;1 GBP;12.9077
2015-04-14;Valutor mot svenska kronor;1 GBP;12.9549
2015-04-15;Valutor mot svenska kronor;1 GBP;12.9599
2015-04-16;Valutor mot svenska kronor;1 GBP;12.9167
2015-04-17;Valutor mot svenska kronor;1 GBP;12.8325
2015-04-20;Valutor mot svenska kronor;1 GBP;12.9152
2015-04-21;Valutor mot svenska kronor;1 GBP;12.96
2015-04-22;Valutor mot svenska kronor;1 GBP;12.919
2015-04-23;Valutor mot svenska kronor;1 GBP;13.1088
2015-04-24;Valutor mot svenska kronor;1 GBP;13.0042
2015-04-27;Valutor mot svenska kronor;1 GBP;13.0865
2015-04-28;Valutor mot svenska kronor;1 GBP;13.1358
2015-04-29;Valutor mot svenska kronor;1 GBP;13.0818
2015-04-30;Valutor mot svenska kronor;1 GBP;12.8353
2015-05-04;Valutor mot svenska kronor;1 GBP;12.6915
2015-05-05;Valutor mot svenska kronor;1 GBP;12.686
2015-05-06;Valutor mot svenska kronor;1 GBP;12.6468
2015-05-07;Valutor mot svenska kronor;1 GBP;12.4879
2015-05-08;Valutor mot svenska kronor;1 GBP;12.796
2015-05-11;Valutor mot svenska kronor;1 GBP;12.7457
2015-05-12;Valutor mot svenska kronor;1 GBP;12.8858
2015-05-13;Valutor mot svenska kronor;1 GBP;12.997
2015-05-15;Valutor mot svenska kronor;1 GBP;12.981
2015-05-18;Valutor mot svenska kronor;1 GBP;12.8906
2015-05-19;Valutor mot svenska kronor;1 GBP;12.9688
2015-05-20;Valutor mot svenska kronor;1 GBP;12.9886
2015-05-21;Valutor mot svenska kronor;1 GBP;12.9667
2015-05-22;Valutor mot svenska kronor;1 GBP;12.9686
2015-05-25;Valutor mot svenska kronor;1 GBP;13.0083
2015-05-26;Valutor mot svenska kronor;1 GBP;13.0382
2015-05-27;Valutor mot svenska kronor;1 GBP;13.0355
2015-05-28;Valutor mot svenska kronor;1 GBP;13.0409
2015-05-29;Valutor mot svenska kronor;1 GBP;12.9704
2015-06-01;Valutor mot svenska kronor;1 GBP;13.0914
2015-06-02;Valutor mot svenska kronor;1 GBP;13.0119
2015-06-03;Valutor mot svenska kronor;1 GBP;12.9095
2015-06-04;Valutor mot svenska kronor;1 GBP;12.7697
2015-06-05;Valutor mot svenska kronor;1 GBP;12.6957
2015-06-08;Valutor mot svenska kronor;1 GBP;12.8083
2015-06-09;Valutor mot svenska kronor;1 GBP;12.7056
2015-06-10;Valutor mot svenska kronor;1 GBP;12.7102
2015-06-11;Valutor mot svenska kronor;1 GBP;12.744
2015-06-12;Valutor mot svenska kronor;1 GBP;12.7692
2015-06-15;Valutor mot svenska kronor;1 GBP;12.7584
2015-06-16;Valutor mot svenska kronor;1 GBP;12.7324
2015-06-17;Valutor mot svenska kronor;1 GBP;12.79
2015-06-18;Valutor mot svenska kronor;1 GBP;12.8146
2015-06-22;Valutor mot svenska kronor;1 GBP;12.8853
2015-06-23;Valutor mot svenska kronor;1 GBP;12.9165
2015-06-24;Valutor mot svenska kronor;1 GBP;13.0293
2015-06-25;Valutor mot svenska kronor;1 GBP;12.9414
2015-06-26;Valutor mot svenska kronor;1 GBP;12.9931
2015-06-29;Valutor mot svenska kronor;1 GBP;13.1271
2015-06-30;Valutor mot svenska kronor;1 GBP;12.9527
2015-07-01;Valutor mot svenska kronor;1 GBP;13.0406
2015-07-02;Valutor mot svenska kronor;1 GBP;13.1111
2015-07-03;Valutor mot svenska kronor;1 GBP;13.1674
2015-07-06;Valutor mot svenska kronor;1 GBP;13.1681
2015-07-07;Valutor mot svenska kronor;1 GBP;13.2085
2015-07-08;Valutor mot svenska kronor;1 GBP;13.1159
2015-07-09;Valutor mot svenska kronor;1 GBP;13.052
2015-07-10;Valutor mot svenska kronor;1 GBP;13.0476
2015-07-13;Valutor mot svenska kronor;1 GBP;13.0788
2015-07-14;Valutor mot svenska kronor;1 GBP;13.1622
2015-07-15;Valutor mot svenska kronor;1 GBP;13.3504
2015-07-16;Valutor mot svenska kronor;1 GBP;13.3361
2015-07-17;Valutor mot svenska kronor;1 GBP;13.3829
2015-07-20;Valutor mot svenska kronor;1 GBP;13.4942
2015-07-21;Valutor mot svenska kronor;1 GBP;13.4464
2015-07-22;Valutor mot svenska kronor;1 GBP;13.3494
2015-07-23;Valutor mot svenska kronor;1 GBP;13.4198
2015-07-24;Valutor mot svenska kronor;1 GBP;13.2993
2015-07-27;Valutor mot svenska kronor;1 GBP;13.242
2015-07-28;Valutor mot svenska kronor;1 GBP;13.2746
2015-07-29;Valutor mot svenska kronor;1 GBP;13.4129
2015-07-30;Valutor mot svenska kronor;1 GBP;13.4975
2015-07-31;Valutor mot svenska kronor;1 GBP;13.429
2015-08-03;Valutor mot svenska kronor;1 GBP;13.4799
2015-08-04;Valutor mot svenska kronor;1 GBP;13.4974
2015-08-05;Valutor mot svenska kronor;1 GBP;13.5895
2015-08-06;Valutor mot svenska kronor;1 GBP;13.618
2015-08-07;Valutor mot svenska kronor;1 GBP;13.5462
2015-08-10;Valutor mot svenska kronor;1 GBP;13.5816
2015-08-11;Valutor mot svenska kronor;1 GBP;13.5795
2015-08-12;Valutor mot svenska kronor;1 GBP;13.4392
2015-08-13;Valutor mot svenska kronor;1 GBP;13.401
2015-08-14;Valutor mot svenska kronor;1 GBP;13.2291
2015-08-17;Valutor mot svenska kronor;1 GBP;13.3569
2015-08-18;Valutor mot svenska kronor;1 GBP;13.2919
2015-08-19;Valutor mot svenska kronor;1 GBP;13.365
2015-08-20;Valutor mot svenska kronor;1 GBP;13.3567
2015-08-21;Valutor mot svenska kronor;1 GBP;13.3116
2015-08-24;Valutor mot svenska kronor;1 GBP;13.0116
2015-08-25;Valutor mot svenska kronor;1 GBP;13.0585
2015-08-26;Valutor mot svenska kronor;1 GBP;13.1473
2015-08-27;Valutor mot svenska kronor;1 GBP;13.0843
2015-08-28;Valutor mot svenska kronor;1 GBP;13.0185
2015-08-31;Valutor mot svenska kronor;1 GBP;13.0352
2015-09-01;Valutor mot svenska kronor;1 GBP;12.9808
2015-09-02;Valutor mot svenska kronor;1 GBP;12.9378
2015-09-03;Valutor mot svenska kronor;1 GBP;12.8445
2015-09-04;Valutor mot svenska kronor;1 GBP;12.8279
2015-09-07;Valutor mot svenska kronor;1 GBP;12.8669
2015-09-08;Valutor mot svenska kronor;1 GBP;12.958
2015-09-09;Valutor mot svenska kronor;1 GBP;12.9591
2015-09-10;Valutor mot svenska kronor;1 GBP;12.8951
2015-09-11;Valutor mot svenska kronor;1 GBP;12.8407
2015-09-14;Valutor mot svenska kronor;1 GBP;12.7244
2015-09-15;Valutor mot svenska kronor;1 GBP;12.7326
2015-09-16;Valutor mot svenska kronor;1 GBP;12.7218
2015-09-17;Valutor mot svenska kronor;1 GBP;12.8099
2015-09-18;Valutor mot svenska kronor;1 GBP;12.7458
2015-09-21;Valutor mot svenska kronor;1 GBP;12.832
2015-09-22;Valutor mot svenska kronor;1 GBP;12.9303
2015-09-23;Valutor mot svenska kronor;1 GBP;12.8766
2015-09-24;Valutor mot svenska kronor;1 GBP;12.826
2015-09-25;Valutor mot svenska kronor;1 GBP;12.8258
2015-09-28;Valutor mot svenska kronor;1 GBP;12.8268
2015-09-29;Valutor mot svenska kronor;1 GBP;12.809
2015-09-30;Valutor mot svenska kronor;1 GBP;12.6993
2015-10-01;Valutor mot svenska kronor;1 GBP;12.6833
2015-10-02;Valutor mot svenska kronor;1 GBP;12.7125
2015-10-05;Valutor mot svenska kronor;1 GBP;12.6646
2015-10-06;Valutor mot svenska kronor;1 GBP;12.6139
2015-10-07;Valutor mot svenska kronor;1 GBP;12.611
2015-10-08;Valutor mot svenska kronor;1 GBP;12.5973
2015-10-09;Valutor mot svenska kronor;1 GBP;12.6349
2015-10-12;Valutor mot svenska kronor;1 GBP;12.5633
2015-10-13;Valutor mot svenska kronor;1 GBP;12.4934
2015-10-14;Valutor mot svenska kronor;1 GBP;12.4173
2015-10-15;Valutor mot svenska kronor;1 GBP;12.5697
2015-10-16;Valutor mot svenska kronor;1 GBP;12.7472
2015-10-19;Valutor mot svenska kronor;1 GBP;12.7376
2015-10-20;Valutor mot svenska kronor;1 GBP;12.8273
2015-10-21;Valutor mot svenska kronor;1 GBP;12.8114
2015-10-22;Valutor mot svenska kronor;1 GBP;12.856
2015-10-23;Valutor mot svenska kronor;1 GBP;13.0465
2015-10-26;Valutor mot svenska kronor;1 GBP;13.0137
2015-10-27;Valutor mot svenska kronor;1 GBP;13.0535
2015-10-28;Valutor mot svenska kronor;1 GBP;13.0153
2015-10-29;Valutor mot svenska kronor;1 GBP;13.0312
2015-10-30;Valutor mot svenska kronor;1 GBP;13.0617
2015-11-02;Valutor mot svenska kronor;1 GBP;13.1382
2015-11-03;Valutor mot svenska kronor;1 GBP;13.1477
2015-11-04;Valutor mot svenska kronor;1 GBP;13.2132
2015-11-05;Valutor mot svenska kronor;1 GBP;13.2693
2015-11-06;Valutor mot svenska kronor;1 GBP;13.1144
2015-11-09;Valutor mot svenska kronor;1 GBP;13.119
2015-11-10;Valutor mot svenska kronor;1 GBP;13.1198
2015-11-11;Valutor mot svenska kronor;1 GBP;13.1371
2015-11-12;Valutor mot svenska kronor;1 GBP;13.1888
2015-11-13;Valutor mot svenska kronor;1 GBP;13.1794
2015-11-16;Valutor mot svenska kronor;1 GBP;13.1989
2015-11-17;Valutor mot svenska kronor;1 GBP;13.25
2015-11-18;Valutor mot svenska kronor;1 GBP;13.275
2015-11-19;Valutor mot svenska kronor;1 GBP;13.3019
2015-11-20;Valutor mot svenska kronor;1 GBP;13.3039
2015-11-23;Valutor mot svenska kronor;1 GBP;13.2209
2015-11-24;Valutor mot svenska kronor;1 GBP;13.1939
2015-11-25;Valutor mot svenska kronor;1 GBP;13.1413
2015-11-26;Valutor mot svenska kronor;1 GBP;13.1996
2015-11-27;Valutor mot svenska kronor;1 GBP;13.1764
2015-11-30;Valutor mot svenska kronor;1 GBP;13.1241
2015-12-01;Valutor mot svenska kronor;1 GBP;13.1242
2015-12-02;Valutor mot svenska kronor;1 GBP;13.0975
2015-12-03;Valutor mot svenska kronor;1 GBP;13.0004
2015-12-04;Valutor mot svenska kronor;1 GBP;12.8734
2015-12-07;Valutor mot svenska kronor;1 GBP;12.8184
2015-12-08;Valutor mot svenska kronor;1 GBP;12.8011
2015-12-09;Valutor mot svenska kronor;1 GBP;12.7533
2015-12-10;Valutor mot svenska kronor;1 GBP;12.7792
2015-12-11;Valutor mot svenska kronor;1 GBP;12.8838
2015-12-14;Valutor mot svenska kronor;1 GBP;12.9154
2015-12-15;Valutor mot svenska kronor;1 GBP;12.7874
2015-12-16;Valutor mot svenska kronor;1 GBP;12.7639
2015-12-17;Valutor mot svenska kronor;1 GBP;12.7481
2015-12-18;Valutor mot svenska kronor;1 GBP;12.7515
2015-12-21;Valutor mot svenska kronor;1 GBP;12.7606
2015-12-22;Valutor mot svenska kronor;1 GBP;12.6478
2015-12-23;Valutor mot svenska kronor;1 GBP;12.543
2015-12-28;Valutor mot svenska kronor;1 GBP;12.528
2015-12-29;Valutor mot svenska kronor;1 GBP;12.4409
2015-12-30;Valutor mot svenska kronor;1 GBP;12.3785
